"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
et_brain_mri_other_abnormalities,d_neuro_essential_tremor,,text,"Other abnormalities

Please specify:",,,,,,,"[et_tests_analyses_performed(brain_mri)]=1 and [et_brain_mri_results_abnormal]=""otherAbnormalities""",y,,,,,
et_brain_mri_key_findings,d_neuro_essential_tremor,,text,"Key findings (optional):",,,,,,,[et_tests_analyses_performed(brain_mri)]=1,,,,,,
et_datscan_label,d_neuro_essential_tremor,,descriptive,"DaTscan or dopaminergic evaluation performed",,,,,,,[et_tests_analyses_performed(datscan_or_dopaminergic_evaluation)]=1,,,,,,
et_datscan_specify_test,d_neuro_essential_tremor,,text,"Please specify test:",,,,,,,[et_tests_analyses_performed(datscan_or_dopaminergic_evaluation)]=1,y,,,,,
et_datscan_dopaminergic_evaluation_results,d_neuro_essential_tremor,,radio,"DaTscan or dopaminergic evaluation results:
","normal, Normal | abnormal, Abnormal | unknown, Unknown",,,,,,[et_tests_analyses_performed(datscan_or_dopaminergic_evaluation)]=1,y,,,,,
et_datscan_dopaminergic_evaluation_performed_key_findings,d_neuro_essential_tremor,,text,"Key findings (optional):",,,,,,,[et_tests_analyses_performed(datscan_or_dopaminergic_evaluation)]=1,,,,,,
et_electrophysiologic_tremor_analysis_performed_label,d_neuro_essential_tremor,,descriptive,"Electrophysiologic tremor analysis performed",,,,,,,[et_tests_analyses_performed(electrophysiologic_tremor_analysis)]=1,,,,,,
et_electrophysiologic_tremor_analysis_performed,d_neuro_essential_tremor,,radio,"Electrophysiologic tremor analysis results:","normal, Normal | abnormal, Abnormal | unknown, Unknown",,,,,,[et_tests_analyses_performed(electrophysiologic_tremor_analysis)]=1,y,,,,,
et_electrophysiologic_tremor_analysis_performed_key_findings,d_neuro_essential_tremor,,text,"Key findings (optional):",,,,,,,[et_tests_analyses_performed(electrophysiologic_tremor_analysis)]=1,,,,,,
et_relevant_labs_performed_label,d_neuro_essential_tremor,,descriptive,"Relevant labs performed (metabolic, nutritional, autoimmune, blood, CSF, or serum)",,,,,,,[et_tests_analyses_performed(relevant_labs)]=1,,,,,,
et_relevant_labs_selection,d_neuro_essential_tremor,,checkbox,"Relevant labs (select all that apply):","metabolic, Metabolic | nutritional, Nutritional | autoimmune, Autoimmune | blood, Blood | csf, CSF | serum, Serum | other, Other",,,,,,[et_tests_analyses_performed(relevant_labs)]=1,y,,,,,
et_relevant_labs_performed_metabolic_option,d_neuro_essential_tremor,,text,"Metabolic

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(metabolic)]=1",y,,,,,
et_relevant_labs_performed_nutritional_option,d_neuro_essential_tremor,,text,"Nutritional

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(nutritional)]=1",y,,,,,
et_relevant_labs_performed_autoimmune_option,d_neuro_essential_tremor,,text,"Autoimmune

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(autoimmune)]=1",y,,,,,
et_relevant_labs_performed_blood_option,d_neuro_essential_tremor,,text,"Blood

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(blood)]=1",y,,,,,
et_relevant_labs_performed_csf_option,d_neuro_essential_tremor,,text,"CSF

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(csf)]=1",y,,,,,
et_relevant_labs_performed_serum_option,d_neuro_essential_tremor,,text,"Serum

Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(serum)]=1",y,,,,,
et_relevant_labs_performed_other_option_label,d_neuro_essential_tremor,,descriptive,Other,,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(other)]=1",,,,,,
et_relevant_labs_performed_other_option_specify_test,d_neuro_essential_tremor,,text,"Please specify test:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(other)]=1",y,,,,,
et_relevant_labs_performed_other_option_identify_key_results,d_neuro_essential_tremor,,text,"Identify key results:",,,,,,,"[et_tests_analyses_performed(relevant_labs)]=1 and [et_relevant_labs_selection(other)]=1",y,,,,,
et_other_testing_specify_test,d_neuro_essential_tremor,,text,"Please specify test:",,,,,,,[et_tests_analyses_performed(other_testing)]=1,y,,,,,
et_other_testing_label,d_neuro_essential_tremor,,descriptive,"Other testing",,,,,,,[et_tests_analyses_performed(other_testing)]=1,,,,,,
et_other_testing_results,d_neuro_essential_tremor,,radio,"Other testing results:
","normal, Normal | abnormal, Abnormal | unknown, Unknown",,,,,,[et_tests_analyses_performed(other_testing)]=1,y,,,,,
et_other_testing_key_findings,d_neuro_essential_tremor,,text,"Key findings (optional):",,,,,,,[et_tests_analyses_performed(other_testing)]=1,,,,,,
et_treatment_obtained,d_neuro_essential_tremor,"5. Treatment obtained",radio,"Has the participant ever had deep brain stimulation, focused ultrasound, or
surgery as treatment for essential tremor?","yes, Yes | no, No | unknown, Unknown",,,,,,,y,,,,,
et_past_intervention_selection,d_neuro_essential_tremor,,checkbox,"Past intervention (select all that apply)","deep_brain_stimulation, Deep Brain Stimulation | focused_ultrasound, Focused ultrasound | surgery, Surgery",,,,,,"[et_treatment_obtained]=""yes""",y,,,,,
et_receiving_any_treatment_or_therapy,d_neuro_essential_tremor,,radio,"Is the participant currently receiving any treatment or therapy for essential tremor?","yes, Yes | no, No | unknown, Unknown",,,,,,,y,,,,,
et_treatment_types_selection,d_neuro_essential_tremor,,checkbox,"Select all treatment types that apply:
","medications, Medications | non_pharmacological_interventions, Non-pharmacological interventions",,,,,,"[et_receiving_any_treatment_or_therapy]=""yes""",y,,,,,
et_medications_selection,d_neuro_essential_tremor,,checkbox,"Medications (select all that apply)
","propranolol, Propranolol | primidone, Primidone | topiramate, Topiramate | gabapentin, Gabapentin | botulinum_toxin, Botulinum toxin | benzodiazepines, Benzodiazepines (i.e. clonazepam) | other, Other",,,,,,[et_treatment_types_selection(medications)]=1,y,,,,,
et_medications_other_specify,d_neuro_essential_tremor,,text,"Other 

Please specify:",,,,,,,"[et_treatment_types_selection(medications)]=1 and [et_medications_selection(other)]=1",y,,,,,
et_non_pharmacological_interventions_selection,d_neuro_essential_tremor,,checkbox,"Non-pharmacological interventions (select all that apply)
","physical_therapy, Physical therapy | occupational_therapy, Occupational therapy | speech_therapy, Speech therapy | deep_brain_stimulation, Deep Brain Stimulation (DBS) | focused_ultrasound, Focused ultrasound | other, Other",,,,,,[et_treatment_types_selection(non_pharmacological_interventions)]=1,y,,,,,
et_non_pharmacological_interventions_other_specify,d_neuro_essential_tremor,,text,"Other 

Please specify:",,,,,,,"[et_treatment_types_selection(non_pharmacological_interventions)]=1 and [et_non_pharmacological_interventions_selection(other)]=1",y,,,,,
diagnosis_parkinsons_gsd,d_neuro_parkinsons_disease,"1. Gold Standard Diagnosis",radio,"Does the participant have Parkinson's Disease (Parkinsonism)?","yes, Yes | no, No | notCertain, Not certain",,,,,,,,,,,,
diagnosis_parkinsons_gsd_category_1,d_neuro_parkinsons_disease,"Has the participant met the diagnostic criteria for Parkinson's Disease (Parkinsonism) based on presence of:",checkbox,"Category 1 - Parkinsonism","bradykinesia, Bradykinesia | tremor, Tremor | rigidity, Rigidity",,,,,,,y,,,,,
diagnosis_parkinsons_gsd_category_1_calculation,d_neuro_parkinsons_disease,,text,"Category 1 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if(([diagnosis_parkinsons_gsd_category_1(bradykinesia)] && ([diagnosis_parkinsons_gsd_category_1(tremor)] || [diagnosis_parkinsons_gsd_category_1(rigidity)])), 'Yes', 'No'))"
diagnosis_parkinsons_gsd_category_2,d_neuro_parkinsons_disease,,checkbox,"Category 2 - Exclusion criteria","cerebellar_abnormalities, Cerebellar abnormalities | supranuclear_gaze_palsy, Supranuclear gaze palsy | bvf_ftd_ppa, Diagnosis of behavioral variant of frontotemporal dementia or primary progressive aphasia within 5 years of disease onset | lower_limbs, Parkinsonian features restricted to the lower limbs for more than 3 years | dopamine_treatment, Treatment with a dopamine receptor blocker or dopamine depleting agent consistent with drug-induced parkinsonism | absence_of_response, Absence of a response to high-dose levodopa despite at least moderate disease severity | cortical_sensory_loss, Cortical sensory loss, clear limb ideomotor apraxia, or progressive aphasia | dat_scan, Normal functional imaging of the dopaminergic system (""DAT scan"") | alternative_condition, Diagnosis of alternative condition causing parkinsonism which could be causing the symptoms",,,,,,,,,,,,
diagnosis_parkinsons_gsd_category_2_calculation,d_neuro_parkinsons_disease,,text,"Category 2 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if(([diagnosis_parkinsons_gsd_category_2(cerebellar_abnormalities)] || [diagnosis_parkinsons_gsd_category_2(supranuclear_gaze_palsy)] || [diagnosis_parkinsons_gsd_category_2(bvf_ftd_ppa)] || [diagnosis_parkinsons_gsd_category_2(lower_limbs)] || [diagnosis_parkinsons_gsd_category_2(dopamine_treatment)] || [diagnosis_parkinsons_gsd_category_2(absence_of_response)] || [diagnosis_parkinsons_gsd_category_2(cortical_sensory_loss)] || [diagnosis_parkinsons_gsd_category_2(dat_scan)] || [diagnosis_parkinsons_gsd_category_2(alternative_condition)]), 'No', 'Yes'))"
diagnosis_parkinsons_gsd_category_3,d_neuro_parkinsons_disease,,checkbox,"Category 3 - Supportive criteria","response_dopaminergic_therapy, Clear beneficial response to dopaminergic therapy | levodopa_induced_dyskinesia, Presence of levodopa-induced dyskinesia | rest_tremor, Rest tremor of a limb | mibg, The presence of either olfactory loss or cardiac sympathetic denervation on MIBG scintigraphy (although the latter is rarely done in current practice)",,,,,,,y,,,,,
diagnosis_parkinsons_gsd_category_3_calculation,d_neuro_parkinsons_disease,,text,"Category 3 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if([diagnosis_parkinsons_gsd_category_3(response_dopaminergic_therapy)] + [diagnosis_parkinsons_gsd_category_3(levodopa_induced_dyskinesia)] + [diagnosis_parkinsons_gsd_category_3(rest_tremor)] + [diagnosis_parkinsons_gsd_category_3(mibg)] > 1, 'Yes', 'No'))"
diagnosis_parkinsons_gsd_calculation,d_neuro_parkinsons_disease,,text,"Does the participant meet the diagnostic criteria for Parkinson's Disease (Parkinsonism) based on the criteria above?",,,,,,,,,,,,," @CALCTEXT(if([diagnosis_parkinsons_gsd_category_1_calculation] = 'Yes' && [diagnosis_parkinsons_gsd_category_2_calculation] = 'Yes' && [diagnosis_parkinsons_gsd_category_3_calculation] = 'Yes' , 'Yes', 'No'))"
diagnosis_parkinsons_disease_subtype,d_neuro_parkinsons_disease,"2. Disease Type",radio,"Specify the subtype of Parkinson's Disease in the participant:","ipd, Idiopathic Parkinson's Disease (IPD) | msa, Multiple System Atrophy (MSA) | psp, Progressive Supranuclear Palsy (PSP) | cbd, Corticobasal Degeneration (CBD) | dlb, Dementia with Lewy Bodies (DLB) | other, Other Parkinsonism or Atypical Parkinsonism | notSure, Not Sure / Undetermined",,,,,,,y,,,,,
diagnosis_parkinsons_disease_subtype_other,d_neuro_parkinsons_disease,,text,"If you selected ""Other Parkinsonism or Atypical Parkinsonism"", please specify:",,,,,,,"[diagnosis_parkinsons_disease_subtype] = 'other'",y,,,,,
diagnosis_parkinsons_etiology,d_neuro_parkinsons_disease,"3. Etiology",radio,"What is the suspected or known etiology of Parkinson's disease in the participant?","idiopathic, Idiopathic (unknown cause) | familialParkinsonsDisease, Familial Parkinson's Disease | environmentalFactors, Environmental factors",,,,,,,y,,,,,
diagnosis_parkinsons_etiology_fpd,d_neuro_parkinsons_disease,,text,"If you selected ""Familial Parkinson's Disease"", please specify the genetic mutation if known:",,,,,,,"[diagnosis_parkinsons_etiology] = 'familialParkinsonsDisease'",,,,,,
diagnosis_parkinsons_etiology_ef,d_neuro_parkinsons_disease,,text,"If you selected ""Environmental Factors"", please specify if known:",,,,,,,"[diagnosis_parkinsons_etiology] = 'environmentalFactors'",,,,,,
diagnosis_parkinsons_ds,d_neuro_parkinsons_disease,"4. Disease Severity",radio,"What is the current stage/severity of Parkinson's disease in the participant?
•	Hoehn and Yahr Scale:","stage1, Stage 1 (Unilateral involvement only) | stage2, Stage 2 (Bilateral involvement without impairment of balance) | stage3, Stage 3 (Bilateral involvement with mild to moderate impairment of balance) | stage4, Stage 4 (Severe disability but still able to walk or stand unassisted) | stage5, Stage 5 (Wheelchair-bound or bedridden unless aided)",,,,,,,y,,,,,
diagnosis_parkinsons_ma,d_neuro_parkinsons_disease,"5. Motor Assessment",checkbox,"Please provide scores or results from validated cognitive assessment tools:","updrs, Unified Parkinson's Disease Rating Scale (UPDRS) | other, Other motor assessment tool",,,,,,,y,,,,,
diagnosis_parkinsons_ma_uprds,d_neuro_parkinsons_disease,,radio,"Unified Parkinson's Disease Rating Scale (UPDRS)","partI, Part I (Intellectual function, mood, behavior) score | partII, Part II (Activities of daily living) score | partIII, Part III (Motor Examination) score | partIV, Part IV (Motor complications) score",,,,,,"[diagnosis_parkinsons_ma(updrs)] = 1",y,,,,,
diagnosis_parkinsons_ma_updrs_part_i_score,d_neuro_parkinsons_disease,,text,"Part I (Intellectual function, mood, behavior) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partI'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_ii_score,d_neuro_parkinsons_disease,,text,"Part II (Activities of daily living) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partII'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_iii_score,d_neuro_parkinsons_disease,,text,"Part III (Motor Examination) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partIII'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_iv_score,d_neuro_parkinsons_disease,,text,"Part IV (Motor complications) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partIV'",y,,,,,
diagnosis_parkinsons_ma_other,d_neuro_parkinsons_disease,,text,"If you selected ""Other motor assessment tool"", please specify:",,,,,,,"[diagnosis_parkinsons_ma(other)] = 1",y,,,,,
diagnosis_parkinsons_non_motor_symptoms,d_neuro_parkinsons_disease,"6. Non-Motor Symptoms",radio,"Are there significant non-motor symptoms associated with Parkinson's disease in the participant?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_parkinsons_non_motor_symptoms_yes,d_neuro_parkinsons_disease,,text,"If you selected ""Yes"", please specify:",,,,,,,"[diagnosis_parkinsons_non_motor_symptoms] = 'yes'",y,,,,,
diagnosis_parkinsons_current_treatment_obtained,d_neuro_parkinsons_disease,"7. Treatment Obtained",radio,"Is the participant currently undergoing any treatment for Parkinson's disease?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes,d_neuro_parkinsons_disease,,checkbox,Yes,"medications, Medications | npi, Non-pharmacological interventions",,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes'",y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes_medications,d_neuro_parkinsons_disease,,checkbox,Medications:,"levodopa, Levodopa | dopamine_agonists, Dopamine agonists | mao_b, MAO-B inhibitors | amantadine, Amantadine | other, Other",,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes' and [diagnosis_parkinsons_current_treatment_obtained_yes(medications)] = 1",y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes_medications_other,d_neuro_parkinsons_disease,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes' and [diagnosis_parkinsons_current_treatment_obtained_yes(medications)] = 1 and [diagnosis_parkinsons_current_treatment_obtained_yes_medications(other)] = 1",y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes_npi,d_neuro_parkinsons_disease,,checkbox,"Non-pharmacological interventions:","physical_therapy, Physical therapy | occupational_therapy, Occupational therapy | speech_therapy, Speech therapy | dbs, Deep Brain Stimulation (DBS) therapy | focused_ultrasound, Focused ultrasound | other, Other",,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes' and [diagnosis_parkinsons_current_treatment_obtained_yes(npi)] = 1",y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes_npi_other,d_neuro_parkinsons_disease,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes' and [diagnosis_parkinsons_current_treatment_obtained_yes(npi)] = 1 and [diagnosis_parkinsons_current_treatment_obtained_yes_npi(other)] = 1",y,,,,,
diagnosis_parkinsons_current_treatment_obtained_yes_npi_dbs,d_neuro_parkinsons_disease,,checkbox,"What targets?","left_stn, Left STN (sub-thalamic nucleus) | right_stn, Right STN (sub-thalamic nucleus) | left_gpi, Left GPI (globus pallidus internus) | right_gpi, Right GPI (globus pallidus internus) | other, Other",,,,,,"[diagnosis_parkinsons_current_treatment_obtained] = 'yes' and [diagnosis_parkinsons_current_treatment_obtained_yes(npi)] = 1 and [diagnosis_parkinsons_current_treatment_obtained_yes_npi(dbs)] = 1",y,,,,,
